Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BINKS, Sid	Centre ",, , , , , , , ,	
,"CLIFFORD, George	Full ",, , , , ,	
,"COOK,",, ,F,r,e,d,	,W,i,n,g,e,r,	
,"DAVEY, Hugh	Centre ",, , , , , , , ,	
,"DAVIES, Reg	Wing ",, , , , ,	
,"FORWARD,",, ,F,r,e,d,	,W,i,n,g,e,r,	
,"FOXALL, Harry	Centre ",, , , , ,	
,"HAINES, Billy	Centre ",, , , , , , , ,	
,"HASLAM, George ",     	Centre Half
,"IRVINE, Bobby	Inside ",, , , , , , , ,	
,"JARVIE,",, ,J,o,h,n,	,G,o,a,l,k,e,e,p,e,r,	
,"LUKE,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"MACKIE, Jerry	Inside ",, , , , , , , ,	
,"MCCOLGAN, John	Full ",, , , , ,	
,"MCILWANE, Johnny	Central ",, , , , , , , , ,	
,"MCPHAIL,",, ,D,a,n,	,G,o,a,l,k,e,e,p,e,r,	
,"MCWHIRR,",, ,J,a,m,e,s,	,W,i,n,g,e,r,	
,"MOFFAT, Billy	Wing ",, , , , ,	
,"NICHOL, Jimmy	Wing ",, , , , ,	
,"RUTHERFORD,",, ,S,e,p,	,W,i,n,g,e,r,	
,"SMITH, Jack	Inside ",, , , , , , , ,	
,"WALTERS, Albert	Centre ",, , , , , , , ,	
,"WATSON, David	Inside ",, , , , , , , ,	
,"WATTS, Farewell	Inside ",, , , , , , , ,	
,"WEDDLE, Jack	Centre ",, , , , , , , ,	
