Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"AGNEW, William	Full ",, , , , ,	
,"AITKEN, Andy	Centre ",, , , , ,	
,"APPLEYARD, Bill	Centre ",, , , , , , , ,	
,"BENNIE, Bob	Full ",, , , , ,	
,"BIRNIE, Ted	Wing ",, , , , ,	
,"BURN, Josh	Full ",, , , , ,	
,"CARR, Jack	Wing ",, , , , ,	
,"COLLINS,",, ,G,e,o,r,g,e,	,	
,"FRASER, Alec	Inside ",, , , , , , , ,	
,"GARDNER, Alec	Wing ",, , , , ,	
,"HOWIE, Jimmy	Inside ",, , , , , , , ,	
,"KINGSLEY,",, ,M,a,t,t,	,G,o,a,l,k,e,e,p,e,r,	
,"MCCOLL, Bob	Inside ",, , , , , , , ,	
,"MCCOMBIE, Andy	Full ",, , , , ,	
,"MCINTYRE, Teddy	Wing ",, , , , ,	
,"MCWILLIAM, Peter	Wing ",, , , , ,	
,"ORR, Ronald	Inside ",, , , , , , , ,	
,"ROBERTS,",, ,R,i,c,h,a,r,d,	,W,i,n,g,e,r,	
,"RUTHERFORD,",, ,J,o,c,k,	,W,i,n,g,e,r,	
,"TEMPLETON,",, ,B,o,b,b,y,	,W,i,n,g,e,r,	
,"THOMPSON,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"TILDESLEY, Jim	Full ",, , , , ,	
,"TURNER,",, ,A,r,c,h,i,e,	,W,i,n,g,e,r,	
,"VEITCH, Colin	Centre ",, , , , ,	
,"WATTS,",, ,C,h,a,r,l,i,e,	,G,o,a,l,k,e,e,p,e,r,	
,"WILLS, Thomas	Full ",, , , , 
