Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BIRNIE, Ted	Wing ",, , , , ,	
,"BRAWN,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"BRIDGEMAN,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"CAMERON, Jock	Full ",, , , , ,	
,"FAIRGRAY,",, ,N,o,r,r,i,e,	,W,i,n,g,e,r,	
,"FROST,",, ,J,i,m,m,y,	,W,i,n,g,e,r,	
,"HARDING, Gus	Full ",, , , , ,	
,"HENDERSON, George	Wing ",, , , , ,	
,"HILSDON, George	Centre ",, , , , , , , ,	
,"HUMPHREYS, Percy	Inside ",, , , , , , , ,	
,"KEY, George	Wing ",, , , , ,	
,"KIRWAN,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"LYON, Frank	Full ",, , , , ,	
,"MACKIE, Bob	Full ",, , , , ,	
,"MCKENZIE, Ronald	Inside ",, , , , , , , ,	
,"MCROBERTS, Bobby	Centre ",, , , , , , , ,	
,"MILLER, Tommy	Full ",, , , , ,	
,"MORAN,",, ,M,a,r,t,y,	,W,i,n,g,e,r,	
,"PROUDFOOT, Peter	Inside ",, , , , , , , ,	
,"ROUSE, Fred	Inside ",, , , , , , , ,	
,"STARK, James	Centre ",, , , , ,	
,"WALTON, Joe	Full ",, , , , ,	
,"WHITEHOUSE, Ben	Inside ",, , , , , , , ,	
,"WHITING,",, ,B,o,b,	,G,o,a,l,k,e,e,p,e,r,	
,"WHITLEY,",, ,J,a,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"WINDRIDGE, Jimmy	Inside ",, , , , , , , 
