Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ARMSTRONG,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"BARTLETT, Billy	Wing ",, , , , ,	
,"BOLLAND,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"BRADSHAW, Frank	Inside ",, , , , , , , ,	
,"BRITTLETON, Tom	Wing ",, , , , ,	
,"BURTON, Harry	Full ",, , , , ,	
,"CHAPMAN, Harry	Inside ",, , , , , , , ,	
,"CRAWSHAW, Tommy	Centre ",, , , , ,	
,"CRINSON,",, ,B,i,l,l,y,	,G,o,a,l,k,e,e,p,e,r,	
,"FOXALL, Frank	Inside ",, , , , , , , ,	
,"HIBBERT, Harry	Wing ",, , , , ,	
,"HOLBEM, Walter	Full ",, , , , ,	
,"JAMESON, Joe	Wing ",, , , , ,	
,"LAYTON, Willie	Full ",, , , , ,	
,"LLOYD, Billy	Wing ",, , , , ,	
,"LYALL,",, ,J,a,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"MAXWELL,",, ,J,a,m,e,s,	,W,i,n,g,e,r,	
,"MILLER, Walter	Centre ",, , , , , , , ,	
,"NAPIER, Daniel	Wing ",, , , , ,	
,"ROLLINSON, Frank	Inside ",, , , , , , , ,	
,"RUDDLESDIN, Harry	Wing ",, , , , ,	
,"SIMPSON,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"SLAVIN, Hugh	Full ",, , , , ,	
,"STEWART, Jimmy	Inside ",, , , , , , , ,	
,"TAYLOR, James	Wing ",, , , , ,	
,"TUMMON,",, ,O,l,l,i,e,	,W,i,n,g,e,r,	
,"WILSON, Andy	Centre ",, , , , , , , ,	
