Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ASHURST, Elias	Full ",, , , , ,	
,"BARRATT,",, ,J,o,s,	,W,i,n,g,e,r,	
,"BARTON, Percy	Wing ",, , , , ,	
,"BENNETT, Walter	Wing ",, , , , ,	
,"BINKS, Fred	Wing ",, , , , ,	
,"BOOTH, Bobby	Wing ",, , , , ,	
,"BRADFORD, Joe	Centre ",, , , , , , , ,	
,"BURKINSHAW,",, ,L,a,u,r,i,e,	,W,i,n,g,e,r,	
,"CAMERON,",, ,E,d,d,i,e,	,W,i,n,g,e,r,	
,"COPE,",, ,H,a,r,o,l,d,	,G,o,a,l,k,e,e,p,e,r,	
,"CROSBIE, Johnny	Inside ",, , , , , , , ,	
,"DAVIES,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"DAWS, Jimmy	Wing ",, , , , ,	
,"DEACON, Harry	Inside ",, , , , , , , ,	
,"DIXON, David	Full ",, , , , ,	
,"ELKES, Jack	Inside ",, , , , , , , ,	
,"FOXALL,",, ,F,r,e,d,	,W,i,n,g,e,r,	
,"GETGOOD, George	Wing ",, , , , ,	
,"HAMPTON, Harry	Centre ",, , , , , , , ,	
,"HARVEY,",, ,B,i,l,l,	,W,i,n,g,e,r,	
,"HAUSER,",, ,S,t,a,n,	,G,o,a,l,k,e,e,p,e,r,	
,"HUNTER, Bill	Centre ",, , , , ,	
,"JONES, Jack	Full ",, , , , ,	
,"LANE, Joe	Centre ",, , , , , , , ,	
,"LIDDELL, George	Wing ",, , , , ,	
,"LINLEY,",, ,T,e,d,	,W,i,n,g,e,r,	
,"MCCLURE, Alex	Centre ",, , , , ,	
,"NEIL,",, ,P,e,t,e,r,	,W,i,n,g,e,r,	
,"ROULSON, Joe	Wing ",, , , , ,	
,"THOM, Jock	Inside ",, , , , , , , ,	
,"THOMPSON, Len	Inside ",, , , , , , , ,	
,"TREMELLING,",, ,D,a,n,	,G,o,a,l,k,e,e,p,e,r,	
,"WHITE, Vincent	Wing ",, , , , ,	
,"WHITEHOUSE, Jack	Inside ",, , , , , , , ,	
,"WOMACK, Frank	Full ",, , , , ,	
