Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BARRETT, Jim	Central ",, , , , , , , , ,	
,"BISHOP, Sid	Wing ",, , , , ,	
,"CADWELL, Albert	Wing ",, , , , ,	
,"CAMPBELL, John	Centre ",, , , , , , , ,	
,"CARTER, George	Wing ",, , , , ,	
,"COLLINS, Jimmy	Wing ",, , , , ,	
,"COWPER,",, ,P,e,t,e,r,	,W,i,n,g,e,r,	
,"EARLE, Stan	Inside ",, , , , , , , ,	
,"EASTMAN, George	Centre ",, , , , ,	
,"EDWARDS,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"GIBBINS, Viv	Centre ",, , , , , , , ,	
,"HAMPSON,",, ,T,o,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"HEBDEN, Jack	Full ",, , , , ,	
,"HENDERSON, Billy	Full ",, , , , ,	
,"HODGSON, Tommy	Full ",, , , , ,	
,"HORLER, George	Full ",, , , , ,	
,"HUFTON,",, ,T,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"JENNINGS, Sam	Inside ",, , , , , , , ,	
,"KAINE,",, ,B,i,l,l,	,G,o,a,l,k,e,e,p,e,r,	
,"KAY, George	Centre ",, , , , ,	
,"MOORE, Billy	Inside ",, , , , , , , ,	
,"RUFFELL,",, ,J,i,m,m,y,	,W,i,n,g,e,r,	
,"THOMPSON,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"TRESADERN, Jack	Wing ",, , , , ,	
,"WATSON, Vic	Centre ",, , , , , , , ,	
,"WILLIAMS, Billy	Inside ",, , , , , , , ,	
,"YEWS,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"YOUNG, Jack	Full ",, , , , ,	
