Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BOSTON,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"BOURNE,",, ,J,a,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"BUTLER,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"CASSIDY, Joe	Inside ",, , , , , , , ,	
,"CHAMBERS, Frank	Full ",, , , , ,	
,"DAVIES, Idwal	Centre ",, , , , , , , ,	
,"EATOCK,",, ,T,o,m,	,W,i,n,g,e,r,	
,"FINNEY, Alex	Full ",, , , , ,	
,"FORBES, Jimmy	Centre ",, , , , ,	
,"GREENHALGH, Harry	Full ",, , , , ,	
,"HAWORTH, Bob	Full ",, , , , ,	
,"HOWARTH, Nelson	Wing ",, , , , ,	
,"JACK, David	Inside ",, , , , , , , ,	
,"JACK, Rollo	Inside ",, , , , , , , ,	
,"JENNINGS, Billy	Wing ",, , , , ,	
,"MATTHEWS, Vince	Centre ",, , , , ,	
,"NUTTALL, Harry	Wing ",, , , , ,	
,"PYM,",, ,D,i,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"ROWLEY, Walter	Centre ",, , , , ,	
,"SEDDON, Jimmy	Central ",, , , , , , , , ,	
,"SHAW,",, ,G,i,l,b,e,r,t,	,W,i,n,g,e,r,	
,"SMITH, Joe	Inside ",, , , , , , , ,	
,"SMITH, John	Centre ",, , , , , , , ,	
,"VIZARD,",, ,T,e,d,	,W,i,n,g,e,r,	
,"WRIGHT, Billy	Wing ",, , , , ,	
