Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"CHALMERS, Tommy	Centre ",, , , , ,	
,"CRAYTHORNE, Ben	Wing ",, , , , ,	
,"DEAN,",, ,J,e,r,r,y,	,W,i,n,g,e,r,	
,"EMBERTON, Teddy	Wing ",, , , , ,	
,"FOUNTAIN, Richard	Inside ",, , , , , , , ,	
,"GEE,",, ,E,l,l,i,s,	,W,i,n,g,e,r,	
,"GREEN, Arthur	Centre ",, , , , , , , ,	
,"GRIFFITHS, Arthur	Full ",, , , , ,	
,"HARRISON,",, ,A,l,b,e,r,t,	,W,i,n,g,e,r,	
,"HUMPHREYS, Percy	Inside ",, , , , , , , ,	
,"IREMONGER,",, ,A,l,b,e,r,t,	,G,o,a,l,k,e,e,p,e,r,	
,"JONES, Albert	Full ",, , , , ,	
,"MAINMAN, Harry	Centre ",, , , , ,	
,"MONTGOMERY, Jack	Full ",, , , , ,	
,"POPPITT, Jimmy	Inside ",, , , , , , , ,	
,"REILLY, Matt ",       	Goalkeeper
,"ROBERTSON, Sam	Full ",, , , , ,	
,"TARPLIN, Walter	Inside ",, , , , , , , ,	
,"WAINWRIGHT, Thomas	Wing ",, , , , ,	
,"WATERALL,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"WILKINSON, John	Full ",, , , , 
