Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ALLEN,",, ,B,e,r,t,	,W,i,n,g,e,r,	
,"BACHE, Joe	Inside ",, , , , , , , ,	
,"BODEN, John	Centre ",, , , , ,	
,"BRAWN,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"BROWN, William	Full ",, , , , ,	
,"CANTRELL, Jimmy	Centre ",, , , , , , , ,	
,"CODLING, Rowland	Wing ",, , , , ,	
,"COOCH,",, ,H,a,r,r,y,	,G,o,a,l,k,e,e,p,e,r,	
,"CORBETT, Watty	Full ",, , , , ,	
,"ELSTON,",, ,A,r,t,h,u,r,	,W,i,n,g,e,r,	
,"EVANS, Albert	Full ",, , , , ,	
,"FREEMAN, Walter	Centre ",, , , , , , , ,	
,"GARRATT,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"GARRATY, Billy	Inside ",, , , , , , , ,	
,"GEORGE,",, ,B,i,l,l,y,	,G,o,a,l,k,e,e,p,e,r,	
,"GREENHALGH, Sam	Centre ",, , , , ,	
,"HADLEY, Harry	Wing ",, , , , ,	
,"HALL,",, ,B,e,r,t,	,W,i,n,g,e,r,	
,"HAMPTON, Harry	Centre ",, , , , , , , ,	
,"HARRIS, George	Wing ",, , , , ,	
,"HARTSHORNE, Albert	Full ",, , , , ,	
,"HISBENT, Joe	Full ",, , , , ,	
,"JOHNSON,",, ,J,o,e,	,G,o,a,l,k,e,e,p,e,r,	
,"KINGABY,",, ,B,e,r,t,	,W,i,n,g,e,r,	
,"LEAKE, Alex	Centre ",, , , , ,	
,"LOGAN, James	Wing ",, , , , ,	
,"MATTHEWS, Billy	Inside ",, , , , , , , ,	
,"MILES, Alf	Full ",, , , , ,	
,"MILLINGTON,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"NOON, Micky	Full ",, , , , ,	
,"NORTHEY, George	Inside ",, , , , , , , ,	
,"PEARSON, Joe	Wing ",, , , , ,	
,"RILEY, Tom	Full ",, , , , ,	
,"SPENCER, Howard	Full ",, , , , ,	
,"TOOTH,",, ,J,o,h,n,	,W,i,n,g,e,r,	
,"WALTERS, Joe	Inside ",, , , , , , , ,	
,"WILKES, Albert	Wing ",, , , , ,	
,"WINDMILL, Joseph	Wing ",, , , , ,	
