Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BARKAS, Ned	Full ",, , , , ,	
,"BOOT,",, ,L,e,n,n,i,e,	,G,o,a,l,k,e,e,p,e,r,	
,"BROWN, George	Centre ",, , , , , , , ,	
,"CAWTHORNE, Harry	Wing ",, , , , ,	
,"COOK, Billy	Inside ",, , , , , , , ,	
,"COWELL,",, ,B,i,l,l,y,	,G,o,a,l,k,e,e,p,e,r,	
,"DAVIES, Jimmy	Central ",, , , , , , , , ,	
,"GOODALL, Roy	Full ",, , , , ,	
,"GRAY, Tom	Full ",, , , , ,	
,"ISLIP, Ernie	Inside ",, , , , , , , ,	
,"JOHNSTON, Billy	Inside ",, , , , , , , ,	
,"POWELL, Edgar	Inside ",, , , , , , , ,	
,"RICHARDSON,",, ,E,d,d,i,e,	,W,i,n,g,e,r,	
,"RICHARDSON,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"ROBERTS, Billy	Centre ",, , , , , , , ,	
,"SHAW, George	Full ",, , , , ,	
,"SMITH, Bertie	Centre ",, , , , ,	
,"SMITH,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"STEELE, David	Wing ",, , , , ,	
,"STEPHENSON, Clem	Inside ",, , , , , , , ,	
,"TAYLOR,",, ,T,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"WADSWORTH, Sam	Full ",, , , , ,	
,"WALTER,",, ,J,o,e,	,W,i,n,g,e,r,	
,"WATSON, Billy	Wing ",, , , , ,	
,"WHITE, Bob	Centre ",, , , , , , , ,	
,"WILSON, Charlie	Centre ",, , , , , , , ,	
,"WILSON, Tommy	Central ",, , , , , , , , ,	
