Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BARRATT, Percy	Full ",, , , , ,	
,"BELTON, Jackie	Wing ",, , , , ,	
,"BENNETT,",, ,A,l,f,r,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"BULLING, Harry	Full ",, , , , ,	
,"BURTON, Noah	Inside ",, , , , , , , ,	
,"DENNIS,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"DEXTER,",, ,A,r,t,h,u,r,	,G,o,a,l,k,e,e,p,e,r,	
,"DICKINSON, Syd	Wing ",, , , , ,	
,"FALCONER, Fleming	Wing ",, , , , ,	
,"FLOOD, Charlie	Inside ",, , , , , , , ,	
,"GIBSON,",, ,S,i,d,	,W,i,n,g,e,r,	
,"HARDY,",, ,S,a,m,	,G,o,a,l,k,e,e,p,e,r,	
,"JONES, Harry	Full ",, , , , ,	
,"MARSHALL, Harry	Inside ",, , , , , , , ,	
,"MARTIN,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"MILLS, Joe	Wing ",, , , , ,	
,"MORGAN, Gerry	Centre ",, , , , ,	
,"NELIS, Pat	Centre ",, , , , , , , ,	
,"PARKER, Fred	Centre ",, , , , ,	
,"RANSFORD, Herbert	Inside ",, , , , , , , ,	
,"SPAVEN, Jack	Inside ",, , , , , , , ,	
,"TETLOW, Albert	Inside ",, , , , , , , ,	
,"THOMPSON, Bill	Full ",, , , , ,	
,"TINSLEY, Walter	Inside ",, , , , , , , ,	
,"WALKER, Duncan	Centre ",, , , , , , , ,	
,"WALLACE, Bob	Wing ",, , , , ,	
