Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ANDERSON, George	Centre ",, , , , , , , ,	
,"BELL, Alex	Wing ",, , , , ,	
,"BLOTT, Prince	Wing ",, , , , ,	
,"CAPPER,",, ,F,r,e,d,d,y,	,W,i,n,g,e,r,	
,"CROWTHER, George	Centre ",, , , , , , , ,	
,"DONNELLY, Tony	Full ",, , , , ,	
,"DUCKWORTH, Dick	Wing ",, , , , ,	
,"EDMONDS,",, ,H,u,g,h,	,G,o,a,l,k,e,e,p,e,r,	
,"HALSE, Harold	Inside ",, , , , , , , ,	
,"HAMILL, Mickey	Wing ",, , , , ,	
,"HODGE, Jimmy	Full ",, , , , ,	
,"HOFTON, Leslie	Full ",, , , , ,	
,"HOLDEN, Dick	Full ",, , , , ,	
,"HOMER, Tom	Centre ",, , , , , , , ,	
,"KNOWLES, Frank	Centre ",, , , , ,	
,"LINKSON, Oscar	Full ",, , , , ,	
,"LIVINGSTONE, Geordie	Inside ",, , , , , , , ,	
,"MCCARTHY, Patrick	Centre ",, , , , , , , ,	
,"MEREDITH,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"MOGER,",, ,H,a,r,r,y,	,G,o,a,l,k,e,e,p,e,r,	
,"NUTTALL, Tommy	Inside ",, , , , , , , ,	
,"ROBERTS, Charlie	Centre ",, , , , ,	
,"ROYALS,",, ,E,z,r,a,	,G,o,a,l,k,e,e,p,e,r,	
,"SHELDON,",, ,J,a,c,k,i,e,	,W,i,n,g,e,r,	
,"STACEY, George	Full ",, , , , ,	
,"TURNBULL, Sandy	Inside ",, , , , , , , ,	
,"WALL,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"WEST, Enoch ",        	Centre Forward
,"WHALLEY, Arthur	Centre ",, , , , ,	
