Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BAMFORD, Tom	Full ",, , , , ,	
,"BELLAMY, Jim	Wing ",, , , , ,	
,"BOYLE, Tommy	Centre ",, , , , ,	
,"BRADSHAW, Ernest	Wing ",, , , , ,	
,"CHARLTON,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"DAWSON,",, ,J,e,r,r,y,	,G,o,a,l,k,e,e,p,e,r,	
,"FREEMAN, Bert	Centre ",, , , , , , , ,	
,"HALLEY, George	Wing ",, , , , ,	
,"HODGSON, Teddy	Inside ",, , , , , , , ,	
,"HUSBAND,",, ,W,i,l,l,i,a,m,	,W,i,n,g,e,r,	
,"JONES, Cliff	Full ",, , , , ,	
,"KELLY, Bob	Inside ",, , , , , , , ,	
,"LINDLEY, Dick	Inside ",, , , , , , , ,	
,"MCLAREN, Willie	Wing ",, , , , ,	
,"MILLIGAN, George	Inside ",, , , , , , , ,	
,"MOSSCROP,",, ,E,d,d,i,e,	,W,i,n,g,e,r,	
,"MOUNTFORD,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"NESBITT,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"PICKERING, William	Centre ",, , , , , , , ,	
,"REID, Bob	Full ",, , , , ,	
,"SEWELL,",, ,R,o,n,n,i,e,	,G,o,a,l,k,e,e,p,e,r,	
,"TAYLOR, David	Full ",, , , , ,	
,"THORPE, Levy	Wing ",, , , , ,	
,"TRANTER, Richard	Inside ",, , , , , , , ,	
,"WATSON, Billy	Wing ",, , , , ,	
