Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BROAD, Jimmy	Centre ",, , , , , , , ,	
,"COOK, Billy	Full ",, , , , ,	
,"COPE, Billy	Full ",, , , , ,	
,"DIXON, Arthur	Wing ",, , , , ,	
,"DONNACHIE,",, ,J,o,e,	,W,i,n,g,e,r,	
,"DOUGLAS, Billy	Centre ",, , , , , , , ,	
,"GEE, Arthur	Centre ",, , , , , , , ,	
,"HODSON, Jimmy	Full ",, , , , ,	
,"JOYNSON, George	Inside ",, , , , , , , ,	
,"KEMP, Gilbert	Inside ",, , , , , , , ,	
,"LAWRENCE, Val	Wing ",, , , , ,	
,"MATTHEWS,",, ,H,o,w,a,r,d,	,G,o,a,l,k,e,e,p,e,r,	
,"MOFFAT, Hugh	Wing ",, , , , ,	
,"ROBERTS, Charlie	Centre ",, , , , ,	
,"TAYLOR,",, ,T,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"TOWARD, Alf	Centre ",, , , , , , , ,	
,"TUMMON,",, ,O,l,l,i,e,	,W,i,n,g,e,r,	
,"WALTERS, Joe	Inside ",, , , , , , , ,	
,"WATSON, Jack	Full ",, , , , ,	
,"WILSON, David	Wing ",, , , , ,	
,"WOODGER, George	Inside ",, , , , , , , ,	
