Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BOND,",, ,D,i,c,k,i,e,	,W,i,n,g,e,r,	
,"BOOTH, Tom	Centre ",, , , , ,	
,"CARLIN, Jack	Inside ",, , , , , , , ,	
,"CHADWICK, Thomas	Centre ",, , , , ,	
,"DANSON,",, ,H,e,r,b,i,e,	,W,i,n,g,e,r,	
,"DAWSON,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"DERBYSHIRE, Joe	Full ",, , , , ,	
,"HENDERSON, Jimmy	Wing ",, , , , ,	
,"HODGSON, William	Inside ",, , , , , , , ,	
,"HOLDSWORTH, Eddie	Wing ",, , , , ,	
,"HUDSON,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"LAVERY, William	Full ",, , , , ,	
,"LYON, Billy	Wing ",, , , , ,	
,"MAIN,",, ,W,i,l,l,i,a,m,	,W,i,n,g,e,r,	
,"MANSFIELD, Eversley	Inside ",, , , , , , , ,	
,"MCBRIDE,",, ,P,e,t,e,r,	,G,o,a,l,k,e,e,p,e,r,	
,"MCCALL, Joe	Centre ",, , , , ,	
,"MCFADYEN, Charlie	Full ",, , , , ,	
,"MCLEAN, Jimmy	Wing ",, , , , ,	
,"PLATT, Jack	Inside ",, , , , , , , ,	
,"RODWAY, Tommy	Full ",, , , , ,	
,"SANDERSON,",, ,W,i,l,l,i,a,m,	,W,i,n,g,e,r,	
,"SMITH, Percy	Centre ",, , , , ,	
,"SMITH, Richard	Centre ",, , , , , , , ,	
,"TAYLOR,",, ,H,e,r,b,e,r,t,	,G,o,a,l,k,e,e,p,e,r,	
,"WILSON, James	Inside ",, , , , , , , ,	
,"WINCHESTER, Jack	Full ",, , , , ,	
,"WINTERHALDER,",, ,A,r,t,h,u,r,	,W,i,n,g,e,r
