Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BAKER, Alf	Wing ",, , , , ,	
,"BARLEY, Charlie	Wing ",, , , , ,	
,"BLAIR, John	Centre ",, , , , , , , ,	
,"BLYTH, Billy	Inside ",, , , , , , , ,	
,"BOWEN, Ted	Centre ",, , , , , , , ,	
,"BRAIN, Jimmy	Centre ",, , , , , , , ,	
,"BUCHAN, Charlie	Inside ",, , , , , , , ,	
,"BUTLER, Jack	Central ",, , , , , , , , ,	
,"COPE, Horace	Full ",, , , , ,	
,"HADEN,",, ,S,a,m,	,W,i,n,g,e,r,	
,"HARPER,",, ,B,i,l,l,	,G,o,a,l,k,e,e,p,e,r,	
,"HOAR,",, ,S,i,d,	,W,i,n,g,e,r,	
,"HULME,",, ,J,o,e,	,W,i,n,g,e,r,	
,"JOHN, Bob	Wing ",, , , , ,	
,"KENNEDY, Andy	Full ",, , , , ,	
,"LAMBERT, Jack	Centre ",, , , , , , , ,	
,"LEE,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"LEWIS,",, ,D,a,n,	,G,o,a,l,k,e,e,p,e,r,	
,"MCNESTRY,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"MILNE, Billy	Wing ",, , , , ,	
,"MOODY,",, ,J,a,c,k,	,G,o,a,l,k,e,e,p,e,r,	
,"PARKER, Tom	Full ",, , , , ,	
,"PARKES, Horace	Full ",, , , , ,	
,"PEEL, Harold	Inside ",, , , , , , , ,	
,"RAMSAY, Jimmy	Inside ",, , , , , , , ,	
,"ROBERTS, Herbie	Central ",, , , , , , , , ,	
,"SEDDON, Bill	Wing ",, , , , ,	
,"SHAW, James	Inside ",, , , , , , , ,	
,"TRICKER, Reg	Inside ",, , , , , , , ,	
,"WELLS,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"YOUNG, Andrew	Centre ",, , , , , , , ,	
