Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BENTLEY, Frank	Wing ",, , , , ,	
,"BLACKHAM, Sam	Full ",, , , , ,	
,"BOREHAM,",, ,F,r,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"BROWN, David	Centre ",, , , , , , , ,	
,"BROWN, Ivor	Centre ",, , , , , , , ,	
,"BURTON, Ollie	Full ",, , , , ,	
,"COQUET, Ernie	Full ",, , , , ,	
,"CURTIS,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"DARNELL, Jabez	Wing ",, , , , ,	
,"DRABBLE,",, ,F,r,a,n,k,	,G,o,a,l,k,e,e,p,e,r,	
,"ELKIN, Bertie	Full ",, , , , ,	
,"HARRIS, William	Full ",, , , , ,	
,"HUMPHREYS, Percy	Inside ",, , , , , , , ,	
,"JOYCE, John ",     	Goalkeeper
,"KENNEDY, Jimmy	Wing ",, , , , ,	
,"KERRY,",, ,A,r,t,h,u,r,	,W,i,n,g,e,r,	
,"LESLIE, Tom	Full ",, , , , ,	
,"LUNN,",, ,T,o,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"LYLE, Archibald	Inside ",, , , , , , , ,	
,"MACFARLANE, Doug	Inside ",, , , , , , , ,	
,"MIDDLEMISS,",, ,B,e,r,t,	,W,i,n,g,e,r,	
,"MINTER, Billy	Inside ",, , , , , , , ,	
,"MORRIS, Tom	Centre ",, , , , ,	
,"NEWMAN, Ernie	Inside ",, , , , , , , ,	
,"STEEL, Alex	Wing ",, , , , ,	
,"STEEL, Danny	Centre ",, , , , ,	
,"STEEL, Bobby	Inside ",, , , , , , , ,	
,"TULL, Walter	Centre ",, , , , , , , ,	
,"WILKES, Fred	Full ",, , , , ,	
,"WILSON,",, ,A,r,c,h,i,e,	,W,i,n,g,e,r,	
,"WOODRUFF,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r
