Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ABBOTT, Walter	Wing ",, , , , ,	
,"BALMER, Bob	Full ",, , , , ,	
,"BALMER, Billy	Full ",, , , , ,	
,"BLACK, William	Wing ",, , , , ,	
,"BOLTON, Hugh	Inside ",, , , , , , , ,	
,"BOOTH, Tom	Centre ",, , , , ,	
,"CHADWICK, Thomas	Centre ",, , , , ,	
,"COUPER,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"CRELLEY, Jack	Full ",, , , , ,	
,"DEPLEDGE,",, ,R,o,b,e,r,t,	,G,o,a,l,k,e,e,p,e,r,	
,"DONNACHIE,",, ,J,o,e,	,W,i,n,g,e,r,	
,"GRAHAM, Bobby	Inside ",, , , , , , , ,	
,"HARDMAN,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"HILL, Percy	Full ",, , , , ,	
,"JONES, Thomas	Centre ",, , , , , , , ,	
,"MAKEPEACE, Harry	Wing ",, , , , ,	
,"ROUSE, Fred	Inside ",, , , , , , , ,	
,"SCOTT,",, ,B,i,l,l,y,	,G,o,a,l,k,e,e,p,e,r,	
,"SETTLE, Jimmy	Inside ",, , , , , , , ,	
,"SHARP,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"SLOAN,",, ,D,o,n,a,l,d,	,G,o,a,l,k,e,e,p,e,r,	
,"STEVENSON, Charles	Inside ",, , , , , , , ,	
,"STRETTLE, Sam	Full ",, , , , ,	
,"TAYLOR, Jack	Centre ",, , , , ,	
,"THOMAS, William	Inside ",, , , , , , , ,	
,"WILSON, David	Inside ",, , , , , , , ,	
,"WILSON,",, ,G,e,o,r,g,e,	,W,i,n,g,e,r,	
,"YOUNG, Sandy	Centre ",, , , , , , , ,	
