Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BLANTHORNE, Bob	Centre ",, , , , , , , ,	
,"BRADLEY, Jimmy	Wing ",, , , , ,	
,"CARLIN, Jack	Inside ",, , , , , , , ,	
,"CHORLTON, Tom	Full ",, , , , ,	
,"COX,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"DOIG,",, ,N,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"DUNLOP, Billy	Full ",, , , , ,	
,"GODDARD,",, ,A,r,t,h,u,r,	,W,i,n,g,e,r,	
,"GORMAN, Jimmy	Centre ",, , , , ,	
,"GRIFFITHS, Harry	Full ",, , , , ,	
,"HARDY,",, ,S,a,m,	,G,o,a,l,k,e,e,p,e,r,	
,"HEWITT, Joe	Centre ",, , , , , , , ,	
,"HUGHES, Jimmy	Wing ",, , , , ,	
,"LATHAM, George	Wing ",, , , , ,	
,"LIPSHAM,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"MCKENNA,",, ,J,o,h,n,	,W,i,n,g,e,r,	
,"MCPHERSON, Billy	Inside ",, , , , , , , ,	
,"PARKINSON, Jack	Centre ",, , , , , , , ,	
,"PARRY, Maurice	Wing ",, , , , ,	
,"RAISBECK, Alex	Centre ",, , , , ,	
,"RANDLES, Robert	Inside ",, , , , , , , ,	
,"RAYBOULD, Sam	Centre ",, , , , , , , ,	
,"ROBINSON, Robbie	Inside ",, , , , , , , ,	
,"ROGERS, Tom	Full ",, , , , ,	
,"SAUL, Percy	Full ",, , , , ,	
,"WEST, Alf	Full ",, , , , 
