Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BARTON,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"BRADSHAW, Tom	Central ",, , , , , , , , ,	
,"BROMILOW, Tom	Wing ",, , , , ,	
,"BURKE, Peter	Central ",, , , , , , , , ,	
,"CLARK, Bob	Inside ",, , , , , , , ,	
,"DAVIDSON, Dave	Central ",, , , , , , , , ,	
,"DONE, Bob	Full ",, , , , ,	
,"EDMED,",, ,D,i,c,k,	,W,i,n,g,e,r,	
,"GARDNER, Tommy	Wing ",, , , , ,	
,"GRICE, Bob	Central ",, , , , , , , , ,	
,"GUNSON,",, ,G,o,r,d,o,n,	,W,i,n,g,e,r,	
,"HALSALL, Walter	Wing ",, , , , ,	
,"HODGSON, Gordon	Inside ",, , , , , , , ,	
,"HOPKIN,",, ,F,r,e,d,	,W,i,n,g,e,r,	
,"JACKSON, Jimmy	Full ",, , , , ,	
,"LINDSAY,",, ,J,o,h,n,	,W,i,n,g,e,r,	
,"LUCAS, Tommy	Full ",, , , , ,	
,"MCDOUGALL, Jimmy	Wing ",, , , , ,	
,"MCFARLANE, John	Inside ",, , , , , , , ,	
,"MCPHERSON, Archie	Inside ",, , , , , , , ,	
,"MORRISON, Tom	Wing ",, , , , ,	
,"MURRAY, Billy	Wing ",, , , , ,	
,"RACE, Harry	Inside ",, , , , , , , ,	
,"RILEY,",, ,A,r,t,h,u,r,	,G,o,a,l,k,e,e,p,e,r,	
,"SCOTT, Alan	Inside ",, , , , , , , ,	
,"SCOTT,",, ,E,l,i,s,h,a,	,G,o,a,l,k,e,e,p,e,r,	
,"SHAW, Robert	Centre ",, , , , , , , ,	
,"SMITH, Jimmy	Centre ",, , , , , , , ,	
,"THOMPSON, Charlie	Wing ",, , , , ,	
,"WRIGHT, Dave	Inside ",, , , , , , , 
