Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"BLACKBURNE,",, ,C,h,a,r,l,i,e,	,W,i,n,g,e,r,	
,"COCHRANE,",, ,T,o,m,	,W,i,n,g,e,r,	
,"DUGGAN,",, ,H,a,r,r,y,	,W,i,n,g,e,r,	
,"EDWARDS, Willis	Wing ",, , , , ,	
,"FIRTH, Joe	Inside ",, , , , , , , ,	
,"FURNESS, Billy	Inside ",, , , , , , , ,	
,"HART, Ernie	Central ",, , , , , , , , ,	
,"JENNINGS, Tommy	Centre ",, , , , , , , ,	
,"JOHNSON,",, ,B,i,l,l,	,G,o,a,l,k,e,e,p,e,r,	
,"JOLLY, Harry	Central ",, , , , , , , , ,	
,"KEETLEY, Charlie	Centre ",, , , , , , , ,	
,"LONGDEN, Eric	Inside ",, , , , , , , ,	
,"MANGNALL, Dave	Centre ",, , , , , , , ,	
,"MENZIES, Bill	Full ",, , , , ,	
,"MILBURN, George	Full ",, , , , ,	
,"MILBURN, Jack	Full ",, , , , ,	
,"MITCHELL,",, ,T,o,m,	,W,i,n,g,e,r,	
,"POTTS,",, ,J,i,m,m,y,	,G,o,a,l,k,e,e,p,e,r,	
,"REED, George	Wing ",, , , , ,	
,"ROBERTS, Harry	Full ",, , , , ,	
,"STACEY, Alec	Wing ",, , , , ,	
,"TOWNSLEY, Tom	Full ",, , , , ,	
,"TURNBULL,",, ,B,o,b,b,y,	,W,i,n,g,e,r,	
,"UNDERWOOD, Ben	Wing ",, , , , ,	
,"WAINSCOAT, Russell	Inside ",, , , , , , , ,	
,"WHITE, John	Inside ",, , , , , , , 
