Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADAMS, Billy	Full ",, , , , ,	
,"ASHMORE,",, ,G,e,o,r,g,e,	,G,o,a,l,k,e,e,p,e,r,	
,"BIRCH,",, ,F,r,a,n,k,	,W,i,n,g,e,r,	
,"BLOOD, Bobby	Centre ",, , , , , , , ,	
,"BOWSER, Sid	Centre ",, , , , ,	
,"CARTER, Joe	Inside ",, , , , , , , ,	
,"CHAMBERLAIN, Bert	Full ",, , , , ,	
,"CRISP,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"DAVIES, Stan	Centre ",, , , , , , , ,	
,"DUTTON, Harry	Wing ",, , , , ,	
,"FITTON,",, ,A,r,t,h,u,r,	,W,i,n,g,e,r,	
,"FORD,",, ,E,w,a,r,t,	,W,i,n,g,e,r,	
,"FORD,",, ,E,r,n,e,s,t,	,W,i,n,g,e,r,	
,"GLIDDEN,",, ,T,o,m,m,y,	,W,i,n,g,e,r,	
,"GREGORY,",, ,H,o,w,a,r,d,	,W,i,n,g,e,r,	
,"JEPHCOTT,",, ,C,l,a,u,d,e,	,W,i,n,g,e,r,	
,"JONES, Ivor	Inside ",, , , , , , , ,	
,"LAMMUS, William	Full ",, , , , ,	
,"LENNEY,",, ,R,a,l,p,h,	,W,i,n,g,e,r,	
,"MAGEE, Tommy	Wing ",, , , , ,	
,"MCNEAL, Bobby	Wing ",, , , , ,	
,"MORRIS, Fred	Inside ",, , , , , , , ,	
,"MUNDY, Fred	Inside ",, , , , , , , ,	
,"PEARSON,",, ,H,u,b,e,r,t,	,G,o,a,l,k,e,e,p,e,r,	
,"RICHARDSON, Sammy	Wing ",, , , , ,	
,"SMITH, Alfred	Centre ",, , , , , , , ,	
,"SMITH, Joe	Full ",, , , , ,	
,"SPENCER,",, ,J,a,m,e,s,	,W,i,n,g,e,r,	
,"WILSON, Charlie	Inside ",, , , , , , , ,	
