Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ANDREWS, Arthur	Wing ",, , , , ,	
,"BUCHAN, Charlie	Inside ",, , , , , , , ,	
,"CLACK,",, ,T,e,d,	,W,i,n,g,e,r,	
,"CRESSWELL, Warney	Full ",, , , , ,	
,"DONALDSON,",, ,A,l,e,x,	,W,i,n,g,e,r,	
,"ELLIS,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"ENGLAND, Ernie	Full ",, , , , ,	
,"FERGUSON, Robert	Centre ",, , , , ,	
,"GILHOOLEY, Mike	Centre ",, , , , ,	
,"HARPER,",, ,B,i,l,l,	,G,o,a,l,k,e,e,p,e,r,	
,"HAWES, Arthur	Inside ",, , , , , , , ,	
,"HUNTER, George	Wing ",, , , , ,	
,"JACKSON, Archie	Centre ",, , , , ,	
,"KASHER, Joe	Centre ",, , , , ,	
,"LOUGHRAN, Tommy	Inside ",, , , , , , , ,	
,"MARSHALL, Bobby	Inside ",, , , , , , , ,	
,"MITTON, Jack	Wing ",, , , , ,	
,"OAKLEY, James	Full ",, , , , ,	
,"PARKER, Charlie	Centre ",, , , , ,	
,"PATERSON, Jock	Centre ",, , , , , , , ,	
,"POOLE, Jack	Wing ",, , , , ,	
,"PRIOR,",, ,J,a,c,k,	,W,i,n,g,e,r,	
,"REAY,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"ROBINSON,",, ,R,a,y,	,W,i,n,g,e,r,	
,"ROBSON,",, ,N,e,d,	,G,o,a,l,k,e,e,p,e,r,	
,"STANNARD, Paul	Centre ",, , , , , , , ,	
,"STEWART, Duncan	Full ",, , , , ,	
,"WAGSTAFF, Tom	Inside ",, , , , , , , ,	
,"WHIPP, Percy	Inside ",, , , , , , , ,	
,"YOUNG, Bob	Full ",, , , , ,	
