Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ADCOCK,",, ,H,u,g,h,	,W,i,n,g,e,r,	
,"ALLAN, John	Inside ",, , , , , , , ,	
,"BAMBER, Jack	Wing ",, , , , ,	
,"BAXTER, Jimmy	Wing ",, , , , ,	
,"BELL,",, ,B,i,l,l,y,	,W,i,n,g,e,r,	
,"BLACK, Adam	Full ",, , , , ,	
,"BROWN, Jack	Full ",, , , , ,	
,"CAMPBELL,",, ,K,e,n,n,y,	,G,o,a,l,k,e,e,p,e,r,	
,"CARR, George	Inside ",, , , , , , , ,	
,"CARRIGAN, Pat	Central ",, , , , , , , , ,	
,"CHANDLER, Arthur	Centre ",, , , , , , , ,	
,"DUNCAN, Johnny	Inside ",, , , , , , , ,	
,"FINDLAY, Billy	Wing ",, , , , ,	
,"GODDERIDGE,",, ,A,l,b,e,r,t,	,G,o,a,l,k,e,e,p,e,r,	
,"HINE, Ernie	Inside ",, , , , , , , ,	
,"HOOPER, Harry	Full ",, , , , ,	
,"JARVIE,",, ,J,o,h,n,	,G,o,a,l,k,e,e,p,e,r,	
,"LOCHHEAD, Arthur	Inside ",, , , , , , , ,	
,"NEWTON, Billy	Wing ",, , , , ,	
,"OSBORNE, Reg	Full ",, , , , ,	
,"SHARP, Kenny	Inside ",, , , , , , , ,	
,"TUCKLEY, William	Centre ",, , , , , , , ,	
,"VIALS, Percy	Centre ",, , , , , , , ,	
,"VINER, Ron	Central ",, , , , , , , , ,	
,"WADSWORTH,",, ,H,a,r,o,l,d,	,W,i,n,g,e,r,	
,"WATSON, Norman	Wing ",, , , , ,	
,"WEBB, Willie	Inside ",, , , , , , , ,	
